Time	Iteration	AverageReturn	StdReturn	MaxReturn	MinReturn	EpLenMean	EpLenStd
10.122650861740112	0	-573.655931095464	59.254735588828765	-441.053674430862	-738.7891139500865	151.0	0.0
18.632447957992554	1	-432.50023074267875	53.72188173747187	-286.3752558513912	-581.9358047019512	151.0	0.0
27.08938694000244	2	-221.12820843658238	33.222727632839096	-139.86398642056267	-315.65652409646714	151.0	0.0
35.547982931137085	3	-95.48693175555631	20.37136915373449	-41.03938639347493	-162.33039261368563	151.0	0.0
44.250190019607544	4	-69.37422023966376	26.656975363109197	6.76190495989219	-159.8826568922387	151.0	0.0
53.976539850234985	5	-65.68200707705095	26.67440585129215	13.425565623644431	-166.070341650323	151.0	0.0
63.71895909309387	6	-99.83321253987818	25.16467907256666	-35.109421985728034	-179.5599519198976	151.0	0.0
73.13343000411987	7	-59.87841178438036	29.80666554094007	12.170033632855214	-191.68833546871912	151.0	0.0
82.24921703338623	8	-40.10726168489108	26.29346659925352	32.067453870316974	-130.0945371721142	151.0	0.0
91.28027105331421	9	-32.22398713514664	24.411452631817312	25.936975945373852	-105.05895613163881	151.0	0.0
100.45804214477539	10	-25.310866668929123	19.754698036186742	23.105875697248113	-93.18562009687489	151.0	0.0
110.10523271560669	11	-31.201848779465156	10.872254045323704	-1.6745779654194841	-66.8748970762906	151.0	0.0
119.29275393486023	12	-15.07983668131762	14.40568498723634	43.27515574532677	-61.710407432430465	151.0	0.0
128.67061400413513	13	-12.355831155660246	15.432642618046218	48.180632910356955	-69.75301616021397	151.0	0.0
137.71402597427368	14	-14.234089579249789	14.639454914480416	41.38492663848812	-81.28275628085419	151.0	0.0
146.63934469223022	15	-8.569249682755569	12.651003076977926	32.92301541814259	-52.81211552223539	151.0	0.0
155.79569292068481	16	-9.53211858495298	12.676670389218009	25.978772768408987	-75.55712140491232	151.0	0.0
164.67266511917114	17	-7.280897979070944	10.05066895096894	19.450741994650322	-53.42879299523337	151.0	0.0
173.73947381973267	18	-6.490680212234863	9.91223128626066	33.34098935736675	-55.93292835081769	151.0	0.0
182.658282995224	19	-6.042428966159094	7.995951020382835	23.458926747265014	-31.64200949211914	151.0	0.0
191.62910890579224	20	-4.24926982482605	8.499413727598979	31.32768650768576	-29.565379308895878	151.0	0.0
200.56095004081726	21	-2.412918461217706	7.582969524140175	34.39747100774363	-22.10381799489599	151.0	0.0
209.57396507263184	22	-1.2658598876976508	8.188648315773955	24.10411273548925	-47.08505326344961	151.0	0.0
219.23862195014954	23	0.5360597660889692	7.731006695936413	26.098708995558162	-19.13394650739862	151.0	0.0
228.50814294815063	24	2.459465030596342	7.274403901961913	24.235179651926693	-25.367169643901867	151.0	0.0
237.71759581565857	25	6.824794804711557	10.971996146054176	40.34615737036363	-50.462467206347405	151.0	0.0
247.06349682807922	26	6.9363949897032855	11.39814994419001	31.208462801065405	-57.83629881109384	151.0	0.0
256.2160608768463	27	8.365202095602596	12.755211221548352	39.059230401974126	-49.90713852237667	151.0	0.0
265.3620479106903	28	8.318560685359289	16.886518169154126	39.19957231442493	-92.5881297945683	151.0	0.0
274.35156989097595	29	7.813942869002973	10.523392533793626	34.00960643534411	-29.89374230598605	151.0	0.0
283.4542589187622	30	10.755888021576096	11.866264837418475	43.6476574790499	-30.674618583476843	151.0	0.0
292.3293790817261	31	8.272941557588009	15.190801782176912	97.25576112705417	-42.12751398984991	151.0	0.0
301.18291091918945	32	3.5509886956762036	17.74891820813877	81.55345256592275	-65.22134431741047	151.0	0.0
310.18749380111694	33	-8.518855939804594	21.199697972446977	55.20894776315866	-73.86417864809378	151.0	0.0
319.2679557800293	34	-6.920638848993719	20.434817661349744	66.76812898140722	-64.05282485505761	151.0	0.0
328.0919830799103	35	1.4067430533436032	17.962373385022914	77.3043462733456	-58.872445375773644	151.0	0.0
337.23065280914307	36	7.861176710064399	15.240122584384597	72.60604556086693	-40.03613989182085	151.0	0.0
346.5037498474121	37	8.584581272178678	14.84472306673798	57.088770240607275	-37.06470405286266	151.0	0.0
355.868665933609	38	10.669442611615407	14.167769160492576	44.934346160910835	-61.05301919450493	151.0	0.0
365.2040297985077	39	10.790518809631509	13.264997368046775	57.07226203008733	-47.60662354060173	151.0	0.0
374.47379302978516	40	14.22187838588046	16.957015239733217	86.05533976162172	-34.841503483369856	151.0	0.0
383.59318709373474	41	14.405542504455855	14.730359706360634	92.0969380901603	-33.88305597291914	151.0	0.0
392.9465379714966	42	15.192983342323258	13.397061036728799	61.54285793610151	-46.30175413887517	151.0	0.0
402.0079789161682	43	14.446958524875884	12.149263642142149	59.26046905087661	-33.25204816925586	151.0	0.0
411.1595849990845	44	16.088312073975708	15.09698839760422	61.04964490688282	-38.496121451125575	151.0	0.0
420.2511999607086	45	16.306102723634485	15.752223144825289	87.52504859037737	-46.05788531167164	151.0	0.0
429.42561507225037	46	19.045635462508038	14.925726112465922	102.34540750192289	-33.685553130475455	151.0	0.0
438.4497079849243	47	18.65203760218662	10.66006272665689	56.028140605407	-18.56372031945912	151.0	0.0
447.85717606544495	48	16.966503673488912	13.770473999161085	69.70694950630643	-48.77756597300873	151.0	0.0
457.1442129611969	49	18.102162108552417	11.822757793987451	59.788393118636534	-41.244466695719396	151.0	0.0
466.3694770336151	50	14.544063983627773	10.714477446478476	50.00921118994559	-40.59013139781679	151.0	0.0
475.6833448410034	51	19.49916914052063	10.178485239031827	55.39878529688579	-18.29411341110389	151.0	0.0
484.95575976371765	52	21.42198816881845	12.428097471154798	69.84022466181368	-43.05452630204187	151.0	0.0
