Time	Iteration	AverageReturn	StdReturn	MaxReturn	MinReturn	EpLenMean	EpLenStd	TimestepsThisBatch	TimestepsSoFar
2.7256932258605957	0	7.004195804195804	4.724432464911195	39.0	2.0	7.004195804195804	4.724432464911195	5008	5008
4.356951951980591	1	7.8974763406940065	5.394870791327487	41.0	2.0	7.8974763406940065	5.394870791327487	5007	10015
5.890395164489746	2	10.854663774403472	8.248481418494398	58.0	2.0	10.854663774403472	8.248481418494398	5004	15019
7.433000087738037	3	14.491329479768787	10.70795636180669	79.0	2.0	14.491329479768787	10.70795636180669	5014	20033
8.953253984451294	4	19.556420233463037	13.801741263095854	78.0	2.0	19.556420233463037	13.801741263095854	5026	25059
10.430919170379639	5	24.886138613861387	16.123345903053096	108.0	2.0	24.886138613861387	16.123345903053096	5027	30086
11.899609088897705	6	31.08695652173913	17.712819971940046	93.0	2.0	31.08695652173913	17.712819971940046	5005	35091
13.379374980926514	7	26.946236559139784	11.915802818285256	65.0	5.0	26.946236559139784	11.915802818285256	5012	40103
14.87174916267395	8	23.734597156398106	12.630201043222526	63.0	5.0	23.734597156398106	12.630201043222526	5008	45111
16.36130714416504	9	25.21105527638191	14.253120204706363	80.0	5.0	25.21105527638191	14.253120204706363	5017	50128
17.881033897399902	10	34.9375	19.695677314098926	101.0	4.0	34.9375	19.695677314098926	5031	55159
19.569560050964355	11	35.09090909090909	22.663827527461745	111.0	5.0	35.09090909090909	22.663827527461745	5018	60177
21.183425903320312	12	36.779411764705884	24.937183191698537	173.0	4.0	36.779411764705884	24.937183191698537	5002	65179
22.748491048812866	13	38.128787878787875	23.514793958153206	104.0	4.0	38.128787878787875	23.514793958153206	5033	70212
24.283561944961548	14	38.56153846153846	25.52916999649732	124.0	2.0	38.56153846153846	25.52916999649732	5013	75225
25.8590669631958	15	34.04761904761905	20.595995031507183	99.0	2.0	34.04761904761905	20.595995031507183	5005	80230
27.401919841766357	16	34.06122448979592	24.93371470745724	134.0	2.0	34.06122448979592	24.93371470745724	5007	85237
28.877790927886963	17	35.267605633802816	26.616979514820283	142.0	3.0	35.267605633802816	26.616979514820283	5008	90245
30.36389398574829	18	36.86131386861314	24.54763951122428	109.0	4.0	36.86131386861314	24.54763951122428	5050	95295
31.93367600440979	19	40.36290322580645	28.588102272996014	149.0	3.0	40.36290322580645	28.588102272996014	5005	100300
33.508440017700195	20	40.556451612903224	26.72086970387621	125.0	4.0	40.556451612903224	26.72086970387621	5029	105329
35.01167297363281	21	41.74166666666667	26.680984437526956	121.0	3.0	41.74166666666667	26.680984437526956	5009	110338
36.491069078445435	22	55.24175824175824	36.11469539234981	178.0	3.0	55.24175824175824	36.11469539234981	5027	115365
38.0027859210968	23	55.1978021978022	32.61032661233359	149.0	3.0	55.1978021978022	32.61032661233359	5023	120388
39.495731830596924	24	55.141304347826086	35.61649029462859	191.0	2.0	55.141304347826086	35.61649029462859	5073	125461
40.96798801422119	25	57.20454545454545	34.14879176982464	149.0	4.0	57.20454545454545	34.14879176982464	5034	130495
42.43966507911682	26	63.46835443037975	31.66671192478852	136.0	5.0	63.46835443037975	31.66671192478852	5014	135509
43.92280316352844	27	72.89855072463769	41.099435775786596	220.0	8.0	72.89855072463769	41.099435775786596	5030	140539
45.408125162124634	28	75.70149253731343	40.088713164	193.0	4.0	75.70149253731343	40.088713164	5072	145611
46.87726092338562	29	82.0	47.8141895394189	227.0	5.0	82.0	47.8141895394189	5002	150613
48.36556887626648	30	93.53703703703704	51.3094146883912	364.0	4.0	93.53703703703704	51.3094146883912	5051	155664
49.84643197059631	31	102.57142857142857	49.880264798079516	244.0	13.0	102.57142857142857	49.880264798079516	5026	160690
51.34532904624939	32	97.3076923076923	53.03247860492897	219.0	9.0	97.3076923076923	53.03247860492897	5060	165750
52.838594913482666	33	118.51162790697674	57.75464225498312	261.0	24.0	118.51162790697674	57.75464225498312	5096	170846
54.30745220184326	34	125.75	79.24479478173946	349.0	13.0	125.75	79.24479478173946	5030	175876
55.78187417984009	35	100.96	64.54392612787048	374.0	26.0	100.96	64.54392612787048	5048	180924
