Time	Iteration	AverageReturn	StdReturn	MaxReturn	MinReturn	EpLenMean	EpLenStd	TimestepsThisBatch	TimestepsSoFar
1.4274518489837646	0	34.582191780821915	17.613334320367294	98.0	10.0	34.582191780821915	17.613334320367294	5049	5049
2.6170239448547363	1	44.4070796460177	25.664147082142307	170.0	15.0	44.4070796460177	25.664147082142307	5018	10067
3.804347038269043	2	56.97727272727273	18.756803173495644	134.0	18.0	56.97727272727273	18.756803173495644	5014	15081
4.9739460945129395	3	67.71621621621621	30.658767217626377	196.0	31.0	67.71621621621621	30.658767217626377	5011	20092
6.210675954818726	4	85.44067796610169	39.46045915633139	200.0	35.0	85.44067796610169	39.46045915633139	5041	25133
7.362939834594727	5	104.52083333333333	40.53187510226434	200.0	42.0	104.52083333333333	40.53187510226434	5017	30150
8.575546979904175	6	131.76923076923077	38.43973741102815	200.0	19.0	131.76923076923077	38.43973741102815	5139	35289
9.753988027572632	7	125.75	34.48677282669401	200.0	25.0	125.75	34.48677282669401	5030	40319
10.978456974029541	8	133.12820512820514	33.83457455384911	200.0	82.0	133.12820512820514	33.83457455384911	5192	45511
12.080978870391846	9	143.71428571428572	40.29361624629988	200.0	79.0	143.71428571428572	40.29361624629988	5030	50541
13.269979000091553	10	157.4848484848485	40.244044326644435	200.0	90.0	157.4848484848485	40.244044326644435	5197	55738
14.462845802307129	11	173.16666666666666	31.393293692903406	200.0	107.0	173.16666666666666	31.393293692903406	5195	60933
15.608634948730469	12	170.63333333333333	34.27096276571303	200.0	102.0	170.63333333333333	34.27096276571303	5119	66052
16.856663942337036	13	173.9655172413793	32.74086633216563	200.0	107.0	173.9655172413793	32.74086633216563	5045	71097
18.01306390762329	14	190.96296296296296	14.846078124046597	200.0	153.0	190.96296296296296	14.846078124046597	5156	76253
19.232029914855957	15	188.37037037037038	23.871799802041565	200.0	113.0	188.37037037037038	23.871799802041565	5086	81339
20.38742184638977	16	194.0	16.42465313999753	200.0	129.0	194.0	16.42465313999753	5044	86383
21.540334939956665	17	184.64285714285714	27.08480634403498	200.0	110.0	184.64285714285714	27.08480634403498	5170	91553
22.69098997116089	18	184.92857142857142	26.872620919851503	200.0	80.0	184.92857142857142	26.872620919851503	5178	96731
23.88049602508545	19	195.1153846153846	15.075009690204624	200.0	134.0	195.1153846153846	15.075009690204624	5073	101804
25.00745987892151	20	193.34615384615384	20.795602914840337	200.0	103.0	193.34615384615384	20.795602914840337	5027	106831
26.14333415031433	21	196.34615384615384	13.555987345059314	200.0	135.0	196.34615384615384	13.555987345059314	5105	111936
27.243340969085693	22	194.23076923076923	18.704807469878087	200.0	121.0	194.23076923076923	18.704807469878087	5050	116986
28.354394912719727	23	200.0	0.0	200.0	200.0	200.0	0.0	5200	122186
29.526930809020996	24	200.0	0.0	200.0	200.0	200.0	0.0	5200	127386
30.62266206741333	25	196.57692307692307	7.991211889045447	200.0	167.0	196.57692307692307	7.991211889045447	5111	132497
31.73797297477722	26	182.85714285714286	14.819664266763665	200.0	149.0	182.85714285714286	14.819664266763665	5120	137617
32.810425996780396	27	189.37037037037038	11.065957635078146	200.0	158.0	189.37037037037038	11.065957635078146	5113	142730
33.92202091217041	28	199.80769230769232	0.6804540774213128	200.0	197.0	199.80769230769232	0.6804540774213128	5195	147925
35.034745931625366	29	197.84615384615384	10.76923076923077	200.0	144.0	197.84615384615384	10.76923076923077	5144	153069
36.135220766067505	30	197.19230769230768	14.038461538461537	200.0	127.0	197.19230769230768	14.038461538461537	5127	158196
37.25196099281311	31	192.03703703703704	28.271804409237546	200.0	83.0	192.03703703703704	28.271804409237546	5185	163381
38.39110589027405	32	200.0	0.0	200.0	200.0	200.0	0.0	5200	168581
39.53447699546814	33	200.0	0.0	200.0	200.0	200.0	0.0	5200	173781
40.63516592979431	34	196.1153846153846	19.42307692307692	200.0	99.0	196.1153846153846	19.42307692307692	5099	178880
41.77987813949585	35	192.33333333333334	27.1470617740293	200.0	91.0	192.33333333333334	27.1470617740293	5193	184073
42.86270475387573	36	196.23076923076923	18.84615384615385	200.0	102.0	196.23076923076923	18.84615384615385	5102	189175
43.93018198013306	37	187.5185185185185	35.349441161039664	200.0	80.0	187.5185185185185	35.349441161039664	5063	194238
45.03978490829468	38	199.92307692307693	0.38461538461538464	200.0	198.0	199.92307692307693	0.38461538461538464	5198	199436
46.151508808135986	39	200.0	0.0	200.0	200.0	200.0	0.0	5200	204636
47.239635944366455	40	200.0	0.0	200.0	200.0	200.0	0.0	5200	209836
48.30992603302002	41	194.03846153846155	22.87840898386809	200.0	87.0	194.03846153846155	22.87840898386809	5045	214881
49.409427881240845	42	198.57692307692307	7.115384615384616	200.0	163.0	198.57692307692307	7.115384615384616	5163	220044
50.56190204620361	43	194.15384615384616	20.6652668610369	200.0	98.0	194.15384615384616	20.6652668610369	5048	225092
51.844995975494385	44	195.92307692307693	20.38461538461538	200.0	94.0	195.92307692307693	20.38461538461538	5094	230186
52.9729208946228	45	194.6153846153846	12.316583327046141	200.0	155.0	194.6153846153846	12.316583327046141	5060	235246
54.074012756347656	46	185.85185185185185	27.441120406485542	200.0	96.0	185.85185185185185	27.441120406485542	5018	240264
55.21983885765076	47	190.92592592592592	13.05238994981074	200.0	150.0	190.92592592592592	13.05238994981074	5155	245419
56.34806275367737	48	172.26666666666668	34.56677917050158	200.0	93.0	172.26666666666668	34.56677917050158	5168	250587
57.49207592010498	49	159.15625	39.394724722194724	200.0	86.0	159.15625	39.394724722194724	5093	255680
